left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
15,69,18,160,"(0,18] degrees",neutral,-0.4,15,15,clockwise,3
116,65,137,43,"(18,36] degrees",left,-0.4,94,116,clockwise,21
37,109,68,108,"(0,18] degrees",right,0.4,127,109,anticlockwise,-1
0,156,106,134,"(18,36] degrees",neutral,0.4,162,156,anticlockwise,-22
9,90,21,137,"(0,18] degrees",left,-0.4,21,9,clockwise,12
122,40,16,64,"(18,36] degrees",right,0.4,59,40,clockwise,24
27,101,9,59,"(0,18] degrees",neutral,-0.4,39,27,anticlockwise,-18
95,133,72,145,"(18,36] degrees",left,-0.4,113,95,anticlockwise,-23
20,50,122,54,"(0,18] degrees",right,0.4,46,50,clockwise,4
28,0,15,35,"(18,36] degrees",neutral,0.4,-31,0,clockwise,35
79,14,70,46,"(0,18] degrees",left,-0.4,104,79,anticlockwise,-9
61,132,139,106,"(18,36] degrees",right,0.4,172,132,anticlockwise,-26
90,119,93,125,"(0,18] degrees",neutral,-0.4,75,90,clockwise,3
41,170,76,165,"(18,36] degrees",left,-0.4,68,41,clockwise,35
96,68,31,53,"(0,18] degrees",right,0.4,31,68,anticlockwise,-15
117,161,102,127,"(18,36] degrees",neutral,0.4,146,161,anticlockwise,-34
105,131,123,168,"(0,18] degrees",left,-0.4,106,105,clockwise,18
62,123,168,143,"(18,36] degrees",right,0.4,154,123,clockwise,20
88,16,76,102,"(0,18] degrees",neutral,-0.4,71,88,anticlockwise,-12
99,72,77,113,"(18,36] degrees",left,-0.4,91,99,anticlockwise,-22
9,78,149,81,"(0,18] degrees",right,0.4,34,78,clockwise,3
123,152,78,172,"(18,36] degrees",neutral,0.4,133,152,clockwise,20
26,123,25,102,"(0,18] degrees",left,-0.4,-16,26,anticlockwise,-1
60,175,5,147,"(18,36] degrees",right,0.4,141,175,anticlockwise,-28
163,112,169,22,"(0,18] degrees",neutral,-0.4,177,163,clockwise,6
108,82,131,164,"(18,36] degrees",left,-0.4,65,108,clockwise,23
48,3,118,-15,"(0,18] degrees",right,0.4,21,3,anticlockwise,-18
155,175,33,142,"(18,36] degrees",neutral,0.4,202,175,anticlockwise,-33
94,49,99,150,"(0,18] degrees",left,-0.4,109,94,clockwise,5
128,102,27,133,"(18,36] degrees",right,0.4,81,102,clockwise,31
86,152,76,114,"(0,18] degrees",neutral,-0.4,75,86,anticlockwise,-10
129,8,103,15,"(18,36] degrees",left,-0.4,170,129,anticlockwise,-26
152,120,174,122,"(0,18] degrees",right,0.4,148,120,clockwise,2
124,74,162,106,"(18,36] degrees",neutral,0.4,108,74,clockwise,32
32,112,28,59,"(0,18] degrees",left,-0.4,12,32,anticlockwise,-4
136,46,152,17,"(18,36] degrees",right,0.4,82,46,anticlockwise,-29
94,6,97,169,"(0,18] degrees",neutral,-0.4,103,94,clockwise,3
142,113,174,154,"(18,36] degrees",left,-0.4,134,142,clockwise,32
58,37,122,34,"(0,18] degrees",right,0.4,57,37,anticlockwise,-3
125,31,107,10,"(18,36] degrees",neutral,0.4,7,31,anticlockwise,-21
99,63,108,153,"(0,18] degrees",left,-0.4,103,99,clockwise,9
73,41,93,60,"(18,36] degrees",right,0.4,4,41,clockwise,19
91,147,85,178,"(0,18] degrees",neutral,-0.4,136,91,anticlockwise,-6
50,120,14,92,"(18,36] degrees",left,-0.4,49,50,anticlockwise,-36
26,124,65,142,"(0,18] degrees",right,0.4,123,124,clockwise,18
30,166,146,193,"(18,36] degrees",neutral,0.4,144,166,clockwise,27
55,122,44,129,"(0,18] degrees",left,-0.4,24,55,anticlockwise,-11
40,10,53,-17,"(18,36] degrees",right,0.4,-21,10,anticlockwise,-27
173,148,175,52,"(0,18] degrees",neutral,-0.4,207,173,clockwise,2
43,17,72,112,"(18,36] degrees",left,-0.4,23,43,clockwise,29
158,15,46,1,"(0,18] degrees",right,0.4,27,15,anticlockwise,-14
55,118,43,98,"(18,36] degrees",neutral,0.4,161,118,anticlockwise,-20
29,7,46,1,"(0,18] degrees",left,-0.4,-10,29,clockwise,17
46,129,48,157,"(18,36] degrees",right,0.4,147,129,clockwise,28
31,88,13,57,"(0,18] degrees",neutral,-0.4,6,31,anticlockwise,-18
118,72,96,163,"(18,36] degrees",left,-0.4,153,118,anticlockwise,-22
157,9,139,15,"(0,18] degrees",right,0.4,-30,9,clockwise,6
23,178,67,200,"(18,36] degrees",neutral,0.4,135,178,clockwise,22
135,177,122,46,"(0,18] degrees",left,-0.4,98,135,anticlockwise,-13
9,34,127,6,"(18,36] degrees",right,0.4,20,34,anticlockwise,-28
35,108,47,76,"(0,18] degrees",neutral,-0.4,77,35,clockwise,12
131,19,166,62,"(18,36] degrees",left,-0.4,157,131,clockwise,35
145,40,171,34,"(0,18] degrees",right,0.4,60,40,anticlockwise,-6
119,47,71,26,"(18,36] degrees",neutral,0.4,45,47,anticlockwise,-21
44,145,52,2,"(0,18] degrees",left,-0.4,11,44,clockwise,8
51,30,20,54,"(18,36] degrees",right,0.4,12,30,clockwise,24
67,24,57,77,"(0,18] degrees",neutral,-0.4,49,67,anticlockwise,-10
143,171,123,26,"(18,36] degrees",left,-0.4,145,143,anticlockwise,-20
40,139,42,150,"(0,18] degrees",right,0.4,103,139,clockwise,11
65,120,31,142,"(18,36] degrees",neutral,0.4,133,120,clockwise,22
156,113,143,47,"(0,18] degrees",left,-0.4,141,156,anticlockwise,-13
142,0,93,-22,"(18,36] degrees",right,0.4,-14,0,anticlockwise,-22
128,72,141,178,"(0,18] degrees",neutral,-0.4,149,128,clockwise,13
144,118,177,66,"(18,36] degrees",left,-0.4,163,144,clockwise,33
96,71,30,63,"(0,18] degrees",right,0.4,98,71,anticlockwise,-8
58,88,26,53,"(18,36] degrees",neutral,0.4,75,88,anticlockwise,-35
84,62,97,142,"(0,18] degrees",left,-0.4,113,84,clockwise,13
95,115,6,149,"(18,36] degrees",right,0.4,71,115,clockwise,34
174,70,156,38,"(0,18] degrees",neutral,-0.4,173,174,anticlockwise,-18
131,175,112,140,"(18,36] degrees",left,-0.4,148,131,anticlockwise,-19
35,56,168,63,"(0,18] degrees",right,0.4,54,56,clockwise,7
129,98,72,134,"(18,36] degrees",neutral,0.4,55,98,clockwise,36
58,178,54,89,"(0,18] degrees",left,-0.4,48,58,anticlockwise,-4
6,69,177,38,"(18,36] degrees",right,0.4,112,69,anticlockwise,-31
112,27,124,102,"(0,18] degrees",neutral,-0.4,104,112,clockwise,12
169,45,189,138,"(18,36] degrees",left,-0.4,127,169,clockwise,20
81,132,15,117,"(0,18] degrees",right,0.4,174,132,anticlockwise,-15
159,179,124,151,"(18,36] degrees",neutral,0.4,174,179,anticlockwise,-28
38,104,56,141,"(0,18] degrees",left,-0.4,10,38,clockwise,18
97,6,71,42,"(18,36] degrees",right,0.4,-3,6,clockwise,36
60,149,56,15,"(0,18] degrees",neutral,-0.4,49,60,anticlockwise,-4
28,176,-5,110,"(18,36] degrees",left,-0.4,2,28,anticlockwise,-33
51,169,84,179,"(0,18] degrees",right,0.4,133,169,clockwise,10
45,137,42,170,"(18,36] degrees",neutral,0.4,156,137,clockwise,33
145,28,134,38,"(0,18] degrees",left,-0.4,177,145,anticlockwise,-11
177,112,13,87,"(18,36] degrees",right,0.4,89,112,anticlockwise,-25
154,20,156,126,"(0,18] degrees",neutral,-0.4,153,154,clockwise,2
125,8,154,36,"(18,36] degrees",left,-0.4,101,125,clockwise,29
178,80,86,66,"(0,18] degrees",right,0.4,101,80,anticlockwise,-14
115,42,131,7,"(18,36] degrees",neutral,0.4,41,42,anticlockwise,-35
7,59,15,165,"(0,18] degrees",left,-0.4,-1,7,clockwise,8
23,55,176,87,"(18,36] degrees",right,0.4,72,55,clockwise,32
