left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
44,18,54,103,"(0,18] degrees",neutral,-0.4,69,44,clockwise,10
66,143,99,72,"(18,36] degrees",left,-0.4,108,66,clockwise,33
127,169,29,155,"(0,18] degrees",right,0.4,187,169,anticlockwise,-14
43,94,145,70,"(18,36] degrees",neutral,0.4,76,94,anticlockwise,-24
27,115,37,116,"(0,18] degrees",left,-0.4,5,27,clockwise,10
66,27,121,63,"(18,36] degrees",right,0.4,35,27,clockwise,36
39,1,30,91,"(0,18] degrees",neutral,-0.4,81,39,anticlockwise,-9
83,35,56,105,"(18,36] degrees",left,-0.4,75,83,anticlockwise,-27
129,40,178,52,"(0,18] degrees",right,0.4,28,40,clockwise,12
20,118,112,147,"(18,36] degrees",neutral,0.4,133,118,clockwise,29
156,36,141,7,"(0,18] degrees",left,-0.4,111,156,anticlockwise,-15
152,26,58,-3,"(18,36] degrees",right,0.4,71,26,anticlockwise,-29
64,176,72,168,"(0,18] degrees",neutral,-0.4,48,64,clockwise,8
7,142,27,117,"(18,36] degrees",left,-0.4,-5,7,clockwise,20
164,63,81,46,"(0,18] degrees",right,0.4,82,63,anticlockwise,-17
85,164,80,145,"(18,36] degrees",neutral,0.4,140,164,anticlockwise,-19
2,109,3,47,"(0,18] degrees",left,-0.4,15,2,clockwise,1
15,47,166,81,"(18,36] degrees",right,0.4,53,47,clockwise,34
149,33,132,9,"(0,18] degrees",neutral,-0.4,145,149,anticlockwise,-17
14,112,-17,44,"(18,36] degrees",left,-0.4,27,14,anticlockwise,-31
114,3,143,13,"(0,18] degrees",right,0.4,-42,3,clockwise,10
67,24,97,53,"(18,36] degrees",neutral,0.4,3,24,clockwise,29
44,133,38,117,"(0,18] degrees",left,-0.4,43,44,anticlockwise,-6
38,97,177,74,"(18,36] degrees",right,0.4,87,97,anticlockwise,-23
16,78,22,114,"(0,18] degrees",neutral,-0.4,19,16,clockwise,6
20,68,47,17,"(18,36] degrees",left,-0.4,46,20,clockwise,27
117,32,162,20,"(0,18] degrees",right,0.4,4,32,anticlockwise,-12
157,41,115,19,"(18,36] degrees",neutral,0.4,74,41,anticlockwise,-22
30,170,32,142,"(0,18] degrees",left,-0.4,14,30,clockwise,2
10,132,73,154,"(18,36] degrees",right,0.4,127,132,clockwise,22
142,67,140,176,"(0,18] degrees",neutral,-0.4,129,142,anticlockwise,-2
138,115,105,4,"(18,36] degrees",left,-0.4,121,138,anticlockwise,-33
176,71,12,78,"(0,18] degrees",right,0.4,116,71,clockwise,7
173,69,41,101,"(18,36] degrees",neutral,0.4,108,69,clockwise,32
0,69,-8,33,"(0,18] degrees",left,-0.4,45,0,anticlockwise,-8
32,9,106,-15,"(18,36] degrees",right,0.4,32,9,anticlockwise,-24
8,79,26,167,"(0,18] degrees",neutral,-0.4,-15,8,clockwise,18
153,82,185,111,"(18,36] degrees",left,-0.4,174,153,clockwise,32
112,143,96,140,"(0,18] degrees",right,0.4,164,143,anticlockwise,-3
89,140,9,104,"(18,36] degrees",neutral,0.4,115,140,anticlockwise,-36
21,118,38,1,"(0,18] degrees",left,-0.4,-7,21,clockwise,17
44,105,93,127,"(18,36] degrees",right,0.4,106,105,clockwise,22
100,147,83,159,"(0,18] degrees",neutral,-0.4,63,100,anticlockwise,-17
34,176,7,155,"(18,36] degrees",left,-0.4,18,34,anticlockwise,-27
