left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
140,10,152,26,"(0,18] degrees",neutral,-0.4,160,140,clockwise,12
113,29,132,76,"(18,36] degrees",left,-0.4,80,113,clockwise,19
51,76,96,67,"(0,18] degrees",right,0.4,100,76,anticlockwise,-9
134,30,159,5,"(18,36] degrees",neutral,0.4,5,30,anticlockwise,-25
53,86,62,148,"(0,18] degrees",left,-0.4,26,53,clockwise,9
60,138,34,162,"(18,36] degrees",right,0.4,123,138,clockwise,24
111,17,98,155,"(0,18] degrees",neutral,-0.4,124,111,anticlockwise,-13
129,153,105,53,"(18,36] degrees",left,-0.4,135,129,anticlockwise,-24
35,7,63,8,"(0,18] degrees",right,0.4,9,7,clockwise,1
71,16,69,49,"(18,36] degrees",neutral,0.4,23,16,clockwise,33
93,116,79,150,"(0,18] degrees",left,-0.4,132,93,anticlockwise,-14
93,148,84,126,"(18,36] degrees",right,0.4,125,148,anticlockwise,-22
12,98,23,49,"(0,18] degrees",neutral,-0.4,49,12,clockwise,11
78,45,108,77,"(18,36] degrees",left,-0.4,81,78,clockwise,30
9,113,132,97,"(0,18] degrees",right,0.4,152,113,anticlockwise,-16
130,64,82,37,"(18,36] degrees",neutral,0.4,107,64,anticlockwise,-27
165,42,166,84,"(0,18] degrees",left,-0.4,143,165,clockwise,1
91,126,38,153,"(18,36] degrees",right,0.4,113,126,clockwise,27
132,11,130,29,"(0,18] degrees",neutral,-0.4,104,132,anticlockwise,-2
171,48,136,35,"(18,36] degrees",left,-0.4,186,171,anticlockwise,-35
138,88,68,100,"(0,18] degrees",right,0.4,55,88,clockwise,12
98,170,152,196,"(18,36] degrees",neutral,0.4,151,170,clockwise,26
71,101,60,37,"(0,18] degrees",left,-0.4,28,71,anticlockwise,-11
21,93,6,74,"(18,36] degrees",right,0.4,127,93,anticlockwise,-19
84,165,101,37,"(0,18] degrees",neutral,-0.4,99,84,clockwise,17
24,165,52,116,"(18,36] degrees",left,-0.4,57,24,clockwise,28
140,97,158,94,"(0,18] degrees",right,0.4,117,97,anticlockwise,-3
67,158,85,123,"(18,36] degrees",neutral,0.4,134,158,anticlockwise,-35
102,69,109,155,"(0,18] degrees",left,-0.4,58,102,clockwise,7
110,83,77,106,"(18,36] degrees",right,0.4,63,83,clockwise,23
145,11,139,86,"(0,18] degrees",neutral,-0.4,108,145,anticlockwise,-6
22,144,0,139,"(18,36] degrees",left,-0.4,41,22,anticlockwise,-22
111,39,119,51,"(0,18] degrees",right,0.4,31,39,clockwise,12
123,161,59,193,"(18,36] degrees",neutral,0.4,175,161,clockwise,32
153,32,136,178,"(0,18] degrees",left,-0.4,182,153,anticlockwise,-17
133,4,76,-28,"(18,36] degrees",right,0.4,8,4,anticlockwise,-32
142,25,158,91,"(0,18] degrees",neutral,-0.4,145,142,clockwise,16
164,12,195,49,"(18,36] degrees",left,-0.4,147,164,clockwise,31
114,63,118,61,"(0,18] degrees",right,0.4,40,63,anticlockwise,-2
52,148,170,118,"(18,36] degrees",neutral,0.4,120,148,anticlockwise,-30
77,2,93,23,"(0,18] degrees",left,-0.4,71,77,clockwise,16
2,147,117,177,"(18,36] degrees",right,0.4,178,147,clockwise,30
145,20,130,105,"(0,18] degrees",neutral,-0.4,176,145,anticlockwise,-15
74,47,43,153,"(18,36] degrees",left,-0.4,42,74,anticlockwise,-31
35,152,132,166,"(0,18] degrees",right,0.4,131,152,clockwise,14
23,77,22,112,"(18,36] degrees",neutral,0.4,110,77,clockwise,35
54,123,47,114,"(0,18] degrees",left,-0.4,34,54,anticlockwise,-7
90,113,138,84,"(18,36] degrees",right,0.4,74,113,anticlockwise,-29
146,105,163,119,"(0,18] degrees",neutral,-0.4,120,146,clockwise,17
113,37,142,90,"(18,36] degrees",left,-0.4,144,113,clockwise,29
70,119,9,116,"(0,18] degrees",right,0.4,90,119,anticlockwise,-3
35,104,119,68,"(18,36] degrees",neutral,0.4,60,104,anticlockwise,-36
93,24,104,72,"(0,18] degrees",left,-0.4,65,93,clockwise,11
66,43,49,70,"(18,36] degrees",right,0.4,68,43,clockwise,27
133,162,126,96,"(0,18] degrees",neutral,-0.4,94,133,anticlockwise,-7
100,13,64,121,"(18,36] degrees",left,-0.4,79,100,anticlockwise,-36
5,75,58,92,"(0,18] degrees",right,0.4,112,75,clockwise,17
53,20,21,47,"(18,36] degrees",neutral,0.4,-20,20,clockwise,27
130,154,113,152,"(0,18] degrees",left,-0.4,86,130,anticlockwise,-17
67,179,16,159,"(18,36] degrees",right,0.4,169,179,anticlockwise,-20
129,105,145,23,"(0,18] degrees",neutral,-0.4,109,129,clockwise,16
148,65,168,16,"(18,36] degrees",left,-0.4,193,148,clockwise,20
39,79,120,69,"(0,18] degrees",right,0.4,46,79,anticlockwise,-10
160,37,77,8,"(18,36] degrees",neutral,0.4,32,37,anticlockwise,-29
24,105,27,115,"(0,18] degrees",left,-0.4,43,24,clockwise,3
162,92,25,122,"(18,36] degrees",right,0.4,58,92,clockwise,30
138,21,128,38,"(0,18] degrees",neutral,-0.4,104,138,anticlockwise,-10
