left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
27,56,39,165,"(0,18] degrees",neutral,-0.4,-10,27,clockwise,12
39,98,71,13,"(18,36] degrees",left,-0.4,84,39,clockwise,32
172,76,20,68,"(0,18] degrees",right,0.4,71,76,anticlockwise,-8
83,129,130,105,"(18,36] degrees",neutral,0.4,129,129,anticlockwise,-24
18,63,36,14,"(0,18] degrees",left,-0.4,7,18,clockwise,18
34,137,109,167,"(18,36] degrees",right,0.4,161,137,clockwise,30
42,161,35,123,"(0,18] degrees",neutral,-0.4,15,42,anticlockwise,-7
109,1,75,96,"(18,36] degrees",left,-0.4,88,109,anticlockwise,-34
14,65,106,79,"(0,18] degrees",right,0.4,59,65,clockwise,14
3,28,146,53,"(18,36] degrees",neutral,0.4,72,28,clockwise,25
166,113,155,18,"(0,18] degrees",left,-0.4,161,166,anticlockwise,-11
31,134,13,111,"(18,36] degrees",right,0.4,138,134,anticlockwise,-23
70,12,76,127,"(0,18] degrees",neutral,-0.4,33,70,clockwise,6
144,83,169,31,"(18,36] degrees",left,-0.4,181,144,clockwise,25
60,14,30,-1,"(0,18] degrees",right,0.4,-27,14,anticlockwise,-15
129,43,3,24,"(18,36] degrees",neutral,0.4,78,43,anticlockwise,-19
98,5,114,46,"(0,18] degrees",left,-0.4,107,98,clockwise,16
48,124,72,143,"(18,36] degrees",right,0.4,125,124,clockwise,19
115,39,102,43,"(0,18] degrees",neutral,-0.4,97,115,anticlockwise,-13
62,121,29,102,"(18,36] degrees",left,-0.4,36,62,anticlockwise,-33
5,92,4,98,"(0,18] degrees",right,0.4,95,92,clockwise,6
136,113,60,135,"(18,36] degrees",neutral,0.4,149,113,clockwise,22
141,82,133,34,"(0,18] degrees",left,-0.4,146,141,anticlockwise,-8
142,85,111,66,"(18,36] degrees",right,0.4,128,85,anticlockwise,-19
179,43,181,152,"(0,18] degrees",neutral,-0.4,220,179,clockwise,2
24,103,50,164,"(18,36] degrees",left,-0.4,-14,24,clockwise,26
116,73,17,61,"(0,18] degrees",right,0.4,43,73,anticlockwise,-12
159,60,86,30,"(18,36] degrees",neutral,0.4,21,60,anticlockwise,-30
72,172,84,174,"(0,18] degrees",left,-0.4,48,72,clockwise,12
69,18,22,51,"(18,36] degrees",right,0.4,61,18,clockwise,33
122,151,109,4,"(0,18] degrees",neutral,-0.4,78,122,anticlockwise,-13
38,61,19,145,"(18,36] degrees",left,-0.4,8,38,anticlockwise,-19
80,12,135,16,"(0,18] degrees",right,0.4,-16,12,clockwise,4
101,167,102,192,"(18,36] degrees",neutral,0.4,195,167,clockwise,25
107,131,100,71,"(0,18] degrees",left,-0.4,71,107,anticlockwise,-7
60,25,126,-6,"(18,36] degrees",right,0.4,56,25,anticlockwise,-31
