left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
109,77,116,82,"(0,18] degrees",neutral,-0.4,98,109,clockwise,7
42,18,68,163,"(18,36] degrees",left,-0.4,41,42,clockwise,26
4,51,85,35,"(0,18] degrees",right,0.4,12,51,anticlockwise,-16
69,92,138,61,"(18,36] degrees",neutral,0.4,97,92,anticlockwise,-31
22,104,28,139,"(0,18] degrees",left,-0.4,57,22,clockwise,6
163,116,31,146,"(18,36] degrees",right,0.4,118,116,clockwise,30
100,32,85,179,"(0,18] degrees",neutral,-0.4,58,100,anticlockwise,-15
62,21,28,174,"(18,36] degrees",left,-0.4,19,62,anticlockwise,-34
33,57,37,66,"(0,18] degrees",right,0.4,86,57,clockwise,9
107,69,30,97,"(18,36] degrees",neutral,0.4,50,69,clockwise,28
77,147,67,148,"(0,18] degrees",left,-0.4,111,77,anticlockwise,-10
20,56,117,28,"(18,36] degrees",right,0.4,20,56,anticlockwise,-28
41,102,51,82,"(0,18] degrees",neutral,-0.4,37,41,clockwise,10
70,12,106,35,"(18,36] degrees",left,-0.4,29,70,clockwise,36
171,47,134,45,"(0,18] degrees",right,0.4,79,47,anticlockwise,-2
67,136,71,115,"(18,36] degrees",neutral,0.4,94,136,anticlockwise,-21
28,73,44,106,"(0,18] degrees",left,-0.4,41,28,clockwise,16
20,102,75,126,"(18,36] degrees",right,0.4,92,102,clockwise,24
167,96,159,45,"(0,18] degrees",neutral,-0.4,130,167,anticlockwise,-8
56,142,36,100,"(18,36] degrees",left,-0.4,78,56,anticlockwise,-20
71,154,117,170,"(0,18] degrees",right,0.4,185,154,clockwise,16
7,127,86,152,"(18,36] degrees",neutral,0.4,157,127,clockwise,25
24,66,18,98,"(0,18] degrees",left,-0.4,31,24,anticlockwise,-6
128,149,11,118,"(18,36] degrees",right,0.4,121,149,anticlockwise,-31
85,113,94,33,"(0,18] degrees",neutral,-0.4,101,85,clockwise,9
41,152,74,154,"(18,36] degrees",left,-0.4,68,41,clockwise,33
0,140,115,138,"(0,18] degrees",right,0.4,125,140,anticlockwise,-2
93,40,138,14,"(18,36] degrees",neutral,0.4,25,40,anticlockwise,-26
12,33,19,107,"(0,18] degrees",left,-0.4,1,12,clockwise,7
21,143,63,174,"(18,36] degrees",right,0.4,107,143,clockwise,31
101,58,90,156,"(0,18] degrees",neutral,-0.4,103,101,anticlockwise,-11
77,122,56,114,"(18,36] degrees",left,-0.4,80,77,anticlockwise,-21
100,178,81,187,"(0,18] degrees",right,0.4,199,178,clockwise,9
87,13,119,37,"(18,36] degrees",neutral,0.4,20,13,clockwise,24
168,135,151,18,"(0,18] degrees",left,-0.4,177,168,anticlockwise,-17
118,33,94,5,"(18,36] degrees",right,0.4,39,33,anticlockwise,-28
19,156,36,16,"(0,18] degrees",neutral,-0.4,-16,19,clockwise,17
179,91,203,52,"(18,36] degrees",left,-0.4,157,179,clockwise,24
68,3,63,-8,"(0,18] degrees",right,0.4,27,3,anticlockwise,-11
133,178,40,156,"(18,36] degrees",neutral,0.4,164,178,anticlockwise,-22
21,141,38,73,"(0,18] degrees",left,-0.4,-18,21,clockwise,17
132,34,163,65,"(18,36] degrees",right,0.4,57,34,clockwise,31
12,100,6,147,"(0,18] degrees",neutral,-0.4,47,12,anticlockwise,-6
95,50,65,26,"(18,36] degrees",left,-0.4,106,95,anticlockwise,-30
163,36,74,51,"(0,18] degrees",right,0.4,-3,36,clockwise,15
69,119,64,151,"(18,36] degrees",neutral,0.4,131,119,clockwise,32
50,111,33,110,"(0,18] degrees",left,-0.4,62,50,anticlockwise,-17
85,36,57,9,"(18,36] degrees",right,0.4,73,36,anticlockwise,-27
75,148,91,159,"(0,18] degrees",neutral,-0.4,82,75,clockwise,16
43,144,70,94,"(18,36] degrees",left,-0.4,79,43,clockwise,27
159,47,106,34,"(0,18] degrees",right,0.4,74,47,anticlockwise,-13
72,123,15,102,"(18,36] degrees",neutral,0.4,141,123,anticlockwise,-21
134,171,150,106,"(0,18] degrees",left,-0.4,108,134,clockwise,16
165,90,89,116,"(18,36] degrees",right,0.4,87,90,clockwise,26
4,62,-6,145,"(0,18] degrees",neutral,-0.4,4,4,anticlockwise,-10
119,14,84,8,"(18,36] degrees",left,-0.4,140,119,anticlockwise,-35
168,73,38,75,"(0,18] degrees",right,0.4,66,73,clockwise,2
68,101,91,133,"(18,36] degrees",neutral,0.4,126,101,clockwise,32
165,132,152,14,"(0,18] degrees",left,-0.4,152,165,anticlockwise,-13
59,95,166,68,"(18,36] degrees",right,0.4,97,95,anticlockwise,-27
107,29,121,166,"(0,18] degrees",neutral,-0.4,78,107,clockwise,14
159,29,194,122,"(18,36] degrees",left,-0.4,146,159,clockwise,35
17,147,25,138,"(0,18] degrees",right,0.4,151,147,anticlockwise,-9
40,124,121,88,"(18,36] degrees",neutral,0.4,138,124,anticlockwise,-36
81,113,83,137,"(0,18] degrees",left,-0.4,60,81,clockwise,2
16,87,160,123,"(18,36] degrees",right,0.4,124,87,clockwise,36
35,176,17,110,"(0,18] degrees",neutral,-0.4,65,35,anticlockwise,-18
175,94,150,68,"(18,36] degrees",left,-0.4,192,175,anticlockwise,-25
30,53,149,57,"(0,18] degrees",right,0.4,88,53,clockwise,4
45,120,36,148,"(18,36] degrees",neutral,0.4,164,120,clockwise,28
110,10,103,179,"(0,18] degrees",left,-0.4,153,110,anticlockwise,-7
15,53,123,19,"(18,36] degrees",right,0.4,52,53,anticlockwise,-34
175,72,187,123,"(0,18] degrees",neutral,-0.4,178,175,clockwise,12
30,55,51,79,"(18,36] degrees",left,-0.4,57,30,clockwise,21
157,79,16,67,"(0,18] degrees",right,0.4,71,79,anticlockwise,-12
114,166,85,137,"(18,36] degrees",neutral,0.4,184,166,anticlockwise,-29
34,126,38,14,"(0,18] degrees",left,-0.4,9,34,clockwise,4
44,178,159,211,"(18,36] degrees",right,0.4,190,178,clockwise,33
