left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
40,167,55,176,"(0,18] degrees",neutral,-0.4,79,40,clockwise,15
11,156,34,70,"(18,36] degrees",left,-0.4,36,11,clockwise,23
70,39,83,23,"(0,18] degrees",right,0.4,46,39,anticlockwise,-16
125,48,80,19,"(18,36] degrees",neutral,0.4,66,48,anticlockwise,-29
79,149,93,139,"(0,18] degrees",left,-0.4,103,79,clockwise,14
105,20,120,41,"(18,36] degrees",right,0.4,3,20,clockwise,21
2,72,-2,111,"(0,18] degrees",neutral,-0.4,-32,2,anticlockwise,-4
53,19,27,96,"(18,36] degrees",left,-0.4,70,53,anticlockwise,-26
73,50,0,52,"(0,18] degrees",right,0.4,62,50,clockwise,2
61,148,62,181,"(18,36] degrees",neutral,0.4,176,148,clockwise,33
147,119,141,55,"(0,18] degrees",left,-0.4,107,147,anticlockwise,-6
61,108,151,81,"(18,36] degrees",right,0.4,71,108,anticlockwise,-27
178,70,192,44,"(0,18] degrees",neutral,-0.4,222,178,clockwise,14
155,114,190,53,"(18,36] degrees",left,-0.4,199,155,clockwise,35
0,22,86,13,"(0,18] degrees",right,0.4,-5,22,anticlockwise,-9
79,16,111,-14,"(18,36] degrees",neutral,0.4,20,16,anticlockwise,-30
30,107,31,124,"(0,18] degrees",left,-0.4,7,30,clockwise,1
166,43,114,63,"(18,36] degrees",right,0.4,69,43,clockwise,20
160,50,154,121,"(0,18] degrees",neutral,-0.4,189,160,anticlockwise,-6
99,160,71,132,"(18,36] degrees",left,-0.4,63,99,anticlockwise,-28
132,99,163,112,"(0,18] degrees",right,0.4,75,99,clockwise,13
59,132,91,159,"(18,36] degrees",neutral,0.4,103,132,clockwise,27
147,85,138,80,"(0,18] degrees",left,-0.4,107,147,anticlockwise,-9
85,34,50,7,"(18,36] degrees",right,0.4,11,34,anticlockwise,-27
122,68,126,70,"(0,18] degrees",neutral,-0.4,159,122,clockwise,4
75,18,97,48,"(18,36] degrees",left,-0.4,97,75,clockwise,22
170,20,88,12,"(0,18] degrees",right,0.4,-23,20,anticlockwise,-8
54,172,25,136,"(18,36] degrees",neutral,0.4,200,172,anticlockwise,-36
140,117,153,2,"(0,18] degrees",left,-0.4,126,140,clockwise,13
174,40,103,71,"(18,36] degrees",right,0.4,43,40,clockwise,31
6,138,-1,99,"(0,18] degrees",neutral,-0.4,39,6,anticlockwise,-7
