left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
65,3,75,49,"(0,18] degrees",neutral,-0.4,36,65,clockwise,10
7,115,35,5,"(18,36] degrees",left,-0.4,39,7,clockwise,28
128,26,168,15,"(0,18] degrees",right,0.4,50,26,anticlockwise,-11
168,68,7,41,"(18,36] degrees",neutral,0.4,80,68,anticlockwise,-27
77,134,83,31,"(0,18] degrees",left,-0.4,48,77,clockwise,6
169,19,139,55,"(18,36] degrees",right,0.4,-7,19,clockwise,36
147,8,129,2,"(0,18] degrees",neutral,-0.4,108,147,anticlockwise,-18
69,102,46,77,"(18,36] degrees",left,-0.4,48,69,anticlockwise,-23
160,137,15,150,"(0,18] degrees",right,0.4,161,137,clockwise,13
61,149,67,177,"(18,36] degrees",neutral,0.4,106,149,clockwise,28
85,169,67,124,"(0,18] degrees",left,-0.4,113,85,anticlockwise,-18
102,167,59,134,"(18,36] degrees",right,0.4,169,167,anticlockwise,-33
146,106,162,78,"(0,18] degrees",neutral,-0.4,175,146,clockwise,16
175,88,196,149,"(18,36] degrees",left,-0.4,175,175,clockwise,21
132,158,63,156,"(0,18] degrees",right,0.4,176,158,anticlockwise,-2
75,164,171,137,"(18,36] degrees",neutral,0.4,180,164,anticlockwise,-27
49,127,64,40,"(0,18] degrees",left,-0.4,69,49,clockwise,15
117,81,19,101,"(18,36] degrees",right,0.4,77,81,clockwise,20
151,89,146,47,"(0,18] degrees",neutral,-0.4,161,151,anticlockwise,-5
95,23,70,34,"(18,36] degrees",left,-0.4,55,95,anticlockwise,-25
128,86,178,100,"(0,18] degrees",right,0.4,82,86,clockwise,14
168,53,177,86,"(18,36] degrees",neutral,0.4,35,53,clockwise,33
146,80,131,172,"(0,18] degrees",left,-0.4,116,146,anticlockwise,-15
40,114,153,94,"(18,36] degrees",right,0.4,116,114,anticlockwise,-20
164,94,172,125,"(0,18] degrees",neutral,-0.4,178,164,clockwise,8
128,41,147,79,"(18,36] degrees",left,-0.4,108,128,clockwise,19
50,77,157,70,"(0,18] degrees",right,0.4,97,77,anticlockwise,-7
120,11,126,-24,"(18,36] degrees",neutral,0.4,21,11,anticlockwise,-35
82,174,100,65,"(0,18] degrees",left,-0.4,98,82,clockwise,18
43,92,97,121,"(18,36] degrees",right,0.4,82,92,clockwise,29
