left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
92,33,107,73,"(0,18] degrees",neutral,-0.4,76,92,clockwise,15
88,139,123,174,"(18,36] degrees",left,-0.4,101,88,clockwise,35
122,97,167,79,"(0,18] degrees",right,0.4,72,97,anticlockwise,-18
95,47,171,25,"(18,36] degrees",neutral,0.4,55,47,anticlockwise,-22
137,11,140,6,"(0,18] degrees",left,-0.4,163,137,clockwise,3
38,169,162,193,"(18,36] degrees",right,0.4,152,169,clockwise,24
138,102,123,70,"(0,18] degrees",neutral,-0.4,179,138,anticlockwise,-15
14,98,-10,18,"(18,36] degrees",left,-0.4,-31,14,anticlockwise,-24
45,3,59,4,"(0,18] degrees",right,0.4,31,3,clockwise,1
54,125,46,160,"(18,36] degrees",neutral,0.4,87,125,clockwise,35
158,51,150,86,"(0,18] degrees",left,-0.4,143,158,anticlockwise,-8
157,114,160,87,"(18,36] degrees",right,0.4,99,114,anticlockwise,-27
30,158,33,170,"(0,18] degrees",neutral,-0.4,25,30,clockwise,3
41,139,70,11,"(18,36] degrees",left,-0.4,35,41,clockwise,29
53,111,151,106,"(0,18] degrees",right,0.4,69,111,anticlockwise,-5
32,10,84,-21,"(18,36] degrees",neutral,0.4,4,10,anticlockwise,-31
100,80,102,158,"(0,18] degrees",left,-0.4,105,100,clockwise,2
163,62,33,88,"(18,36] degrees",right,0.4,27,62,clockwise,26
17,50,6,54,"(0,18] degrees",neutral,-0.4,-6,17,anticlockwise,-11
135,112,101,50,"(18,36] degrees",left,-0.4,160,135,anticlockwise,-34
25,113,56,127,"(0,18] degrees",right,0.4,68,113,clockwise,14
152,31,163,50,"(18,36] degrees",neutral,0.4,37,31,clockwise,19
136,174,132,78,"(0,18] degrees",left,-0.4,128,136,anticlockwise,-4
176,113,27,89,"(18,36] degrees",right,0.4,137,113,anticlockwise,-24
48,78,60,149,"(0,18] degrees",neutral,-0.4,43,48,clockwise,12
151,44,180,144,"(18,36] degrees",left,-0.4,122,151,clockwise,29
10,120,43,108,"(0,18] degrees",right,0.4,124,120,anticlockwise,-12
51,129,72,96,"(18,36] degrees",neutral,0.4,103,129,anticlockwise,-33
100,9,118,48,"(0,18] degrees",left,-0.4,93,100,clockwise,18
125,75,20,97,"(18,36] degrees",right,0.4,36,75,clockwise,22
175,108,173,84,"(0,18] degrees",neutral,-0.4,183,175,anticlockwise,-2
179,74,158,78,"(18,36] degrees",left,-0.4,192,179,anticlockwise,-21
7,125,158,127,"(0,18] degrees",right,0.4,141,125,clockwise,2
