left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
84,48,97,51,"(0,18] degrees",neutral,-0.4,117,84,clockwise,13
21,75,57,127,"(18,36] degrees",left,-0.4,60,21,clockwise,36
17,160,130,155,"(0,18] degrees",right,0.4,184,160,anticlockwise,-5
82,163,39,131,"(18,36] degrees",neutral,0.4,169,163,anticlockwise,-32
130,90,148,178,"(0,18] degrees",left,-0.4,121,130,clockwise,18
148,113,98,144,"(18,36] degrees",right,0.4,125,113,clockwise,31
169,52,166,103,"(0,18] degrees",neutral,-0.4,139,169,anticlockwise,-3
95,22,65,116,"(18,36] degrees",left,-0.4,108,95,anticlockwise,-30
24,131,38,136,"(0,18] degrees",right,0.4,125,131,clockwise,5
125,105,38,138,"(18,36] degrees",neutral,0.4,79,105,clockwise,33
104,147,90,55,"(0,18] degrees",left,-0.4,102,104,anticlockwise,-14
9,43,145,19,"(18,36] degrees",right,0.4,46,43,anticlockwise,-24
61,142,66,9,"(0,18] degrees",neutral,-0.4,76,61,clockwise,5
5,77,35,161,"(18,36] degrees",left,-0.4,-10,5,clockwise,30
44,178,127,172,"(0,18] degrees",right,0.4,195,178,anticlockwise,-6
51,120,147,85,"(18,36] degrees",neutral,0.4,124,120,anticlockwise,-35
44,109,50,143,"(0,18] degrees",left,-0.4,66,44,clockwise,6
27,148,90,175,"(18,36] degrees",right,0.4,124,148,clockwise,27
117,172,115,179,"(0,18] degrees",neutral,-0.4,104,117,anticlockwise,-2
23,79,-1,70,"(18,36] degrees",left,-0.4,68,23,anticlockwise,-24
158,120,59,135,"(0,18] degrees",right,0.4,143,120,clockwise,15
17,71,47,98,"(18,36] degrees",neutral,0.4,35,71,clockwise,27
124,81,119,85,"(0,18] degrees",left,-0.4,88,124,anticlockwise,-5
136,48,166,20,"(18,36] degrees",right,0.4,46,48,anticlockwise,-28
132,111,139,48,"(0,18] degrees",neutral,-0.4,172,132,clockwise,7
76,125,108,1,"(18,36] degrees",left,-0.4,54,76,clockwise,32
1,153,23,152,"(0,18] degrees",right,0.4,179,153,anticlockwise,-1
12,139,158,120,"(18,36] degrees",neutral,0.4,183,139,anticlockwise,-19
2,77,11,39,"(0,18] degrees",left,-0.4,41,2,clockwise,9
42,121,27,150,"(18,36] degrees",right,0.4,101,121,clockwise,29
132,48,131,158,"(0,18] degrees",neutral,-0.4,122,132,anticlockwise,-1
171,127,138,175,"(18,36] degrees",left,-0.4,181,171,anticlockwise,-33
169,30,106,48,"(0,18] degrees",right,0.4,36,30,clockwise,18
144,30,176,58,"(18,36] degrees",neutral,0.4,5,30,clockwise,28
154,51,136,2,"(0,18] degrees",left,-0.4,185,154,anticlockwise,-18
49,14,106,-16,"(18,36] degrees",right,0.4,38,14,anticlockwise,-30
53,154,54,85,"(0,18] degrees",neutral,-0.4,26,53,clockwise,1
92,9,122,167,"(18,36] degrees",left,-0.4,54,92,clockwise,30
65,96,8,93,"(0,18] degrees",right,0.4,53,96,anticlockwise,-3
74,171,58,137,"(18,36] degrees",neutral,0.4,154,171,anticlockwise,-34
20,100,28,58,"(0,18] degrees",left,-0.4,-14,20,clockwise,8
0,104,94,140,"(18,36] degrees",right,0.4,130,104,clockwise,36
55,14,41,9,"(0,18] degrees",neutral,-0.4,40,55,anticlockwise,-14
113,84,91,149,"(18,36] degrees",left,-0.4,125,113,anticlockwise,-22
101,31,143,32,"(0,18] degrees",right,0.4,20,31,clockwise,1
32,116,109,147,"(18,36] degrees",neutral,0.4,130,116,clockwise,31
44,152,34,98,"(0,18] degrees",left,-0.4,39,44,anticlockwise,-10
36,141,53,116,"(18,36] degrees",right,0.4,123,141,anticlockwise,-25
22,123,31,57,"(0,18] degrees",neutral,-0.4,14,22,clockwise,9
147,97,166,115,"(18,36] degrees",left,-0.4,132,147,clockwise,19
