left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
130,27,136,57,"(0,18] degrees",neutral,-0.4,121,130,clockwise,6
35,5,66,114,"(18,36] degrees",left,-0.4,10,35,clockwise,31
1,57,176,54,"(0,18] degrees",right,0.4,77,57,anticlockwise,-3
163,100,14,72,"(18,36] degrees",neutral,0.4,62,100,anticlockwise,-28
73,2,80,139,"(0,18] degrees",left,-0.4,95,73,clockwise,7
154,70,128,102,"(18,36] degrees",right,0.4,110,70,clockwise,32
105,167,88,6,"(0,18] degrees",neutral,-0.4,91,105,anticlockwise,-17
72,142,47,83,"(18,36] degrees",left,-0.4,102,72,anticlockwise,-25
57,14,1,32,"(0,18] degrees",right,0.4,-27,14,clockwise,18
143,18,29,50,"(18,36] degrees",neutral,0.4,63,18,clockwise,32
42,129,40,133,"(0,18] degrees",left,-0.4,75,42,anticlockwise,-2
97,37,34,6,"(18,36] degrees",right,0.4,7,37,anticlockwise,-31
57,33,70,27,"(0,18] degrees",neutral,-0.4,65,57,clockwise,13
57,19,93,64,"(18,36] degrees",left,-0.4,84,57,clockwise,36
19,81,134,77,"(0,18] degrees",right,0.4,107,81,anticlockwise,-4
64,7,32,-24,"(18,36] degrees",neutral,0.4,43,7,anticlockwise,-31
13,72,16,94,"(0,18] degrees",left,-0.4,38,13,clockwise,3
56,161,82,193,"(18,36] degrees",right,0.4,190,161,clockwise,32
62,162,59,135,"(0,18] degrees",neutral,-0.4,92,62,anticlockwise,-3
38,152,19,40,"(18,36] degrees",left,-0.4,56,38,anticlockwise,-19
67,135,57,151,"(0,18] degrees",right,0.4,102,135,clockwise,16
116,63,19,97,"(18,36] degrees",neutral,0.4,99,63,clockwise,34
104,74,101,145,"(0,18] degrees",left,-0.4,129,104,anticlockwise,-3
23,161,37,127,"(18,36] degrees",right,0.4,175,161,anticlockwise,-34
