left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
158,138,175,102,"(0,18] degrees",neutral,-0.4,155,158,clockwise,17
110,6,144,76,"(18,36] degrees",left,-0.4,113,110,clockwise,34
58,14,131,13,"(0,18] degrees",right,0.4,52,14,anticlockwise,-1
146,166,97,133,"(18,36] degrees",neutral,0.4,159,166,anticlockwise,-33
115,37,119,46,"(0,18] degrees",left,-0.4,121,115,clockwise,4
50,145,134,174,"(18,36] degrees",right,0.4,177,145,clockwise,29
105,38,95,118,"(0,18] degrees",neutral,-0.4,130,105,anticlockwise,-10
114,144,94,171,"(18,36] degrees",left,-0.4,104,114,anticlockwise,-20
117,178,30,190,"(0,18] degrees",right,0.4,149,178,clockwise,12
85,147,90,166,"(18,36] degrees",neutral,0.4,163,147,clockwise,19
141,161,132,105,"(0,18] degrees",left,-0.4,132,141,anticlockwise,-9
148,35,141,12,"(18,36] degrees",right,0.4,25,35,anticlockwise,-23
140,31,150,82,"(0,18] degrees",neutral,-0.4,185,140,clockwise,10
50,137,74,172,"(18,36] degrees",left,-0.4,58,50,clockwise,24
65,146,31,131,"(0,18] degrees",right,0.4,142,146,anticlockwise,-15
83,171,126,149,"(18,36] degrees",neutral,0.4,163,171,anticlockwise,-22
41,92,56,84,"(0,18] degrees",left,-0.4,21,41,clockwise,15
47,145,39,175,"(18,36] degrees",right,0.4,138,145,clockwise,30
51,158,46,1,"(0,18] degrees",neutral,-0.4,32,51,anticlockwise,-5
107,33,87,61,"(18,36] degrees",left,-0.4,142,107,anticlockwise,-20
72,136,60,154,"(0,18] degrees",right,0.4,170,136,clockwise,18
15,175,151,206,"(18,36] degrees",neutral,0.4,181,175,clockwise,31
89,160,82,165,"(0,18] degrees",left,-0.4,49,89,anticlockwise,-7
148,81,160,61,"(18,36] degrees",right,0.4,61,81,anticlockwise,-20
163,60,173,83,"(0,18] degrees",neutral,-0.4,158,163,clockwise,10
150,73,174,125,"(18,36] degrees",left,-0.4,141,150,clockwise,24
149,4,127,-5,"(0,18] degrees",right,0.4,12,4,anticlockwise,-9
97,42,1,23,"(18,36] degrees",neutral,0.4,67,42,anticlockwise,-19
159,75,177,89,"(0,18] degrees",left,-0.4,167,159,clockwise,18
13,114,111,138,"(18,36] degrees",right,0.4,117,114,clockwise,24
106,61,93,147,"(0,18] degrees",neutral,-0.4,134,106,anticlockwise,-13
45,123,19,146,"(18,36] degrees",left,-0.4,89,45,anticlockwise,-26
28,159,132,171,"(0,18] degrees",right,0.4,180,159,clockwise,12
89,42,132,72,"(18,36] degrees",neutral,0.4,63,42,clockwise,30
119,99,107,141,"(0,18] degrees",left,-0.4,144,119,anticlockwise,-12
38,74,173,53,"(18,36] degrees",right,0.4,34,74,anticlockwise,-21
129,29,143,94,"(0,18] degrees",neutral,-0.4,85,129,clockwise,14
35,9,59,155,"(18,36] degrees",left,-0.4,61,35,clockwise,24
39,119,27,109,"(0,18] degrees",right,0.4,118,119,anticlockwise,-10
16,58,156,33,"(18,36] degrees",neutral,0.4,32,58,anticlockwise,-25
10,63,15,110,"(0,18] degrees",left,-0.4,50,10,clockwise,5
19,141,22,165,"(18,36] degrees",right,0.4,163,141,clockwise,24
120,52,113,48,"(0,18] degrees",neutral,-0.4,146,120,anticlockwise,-7
34,64,-2,151,"(18,36] degrees",left,-0.4,35,34,anticlockwise,-36
40,87,1,93,"(0,18] degrees",right,0.4,66,87,clockwise,6
36,59,117,94,"(18,36] degrees",neutral,0.4,59,59,clockwise,35
