left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
22,139,36,65,"(0,18] degrees",neutral,-0.4,10,22,clockwise,14
65,173,86,133,"(18,36] degrees",left,-0.4,105,65,clockwise,21
32,79,83,124,"(36,54] degrees",right,0.4,39,79,clockwise,45
106,11,142,67,"(54,72] degrees",neutral,0.4,35,11,clockwise,56
129,100,203,157,"(72,90] degrees",left,-0.4,88,129,clockwise,74
170,52,147,47,"(0,18] degrees",right,0.4,45,52,anticlockwise,-5
132,9,98,12,"(18,36] degrees",neutral,-0.4,130,132,anticlockwise,-34
33,89,-11,121,"(36,54] degrees",left,-0.4,38,33,anticlockwise,-44
153,14,54,-53,"(54,72] degrees",right,0.4,41,14,anticlockwise,-67
37,93,55,10,"(72,90] degrees",neutral,0.4,115,93,anticlockwise,-83
51,15,58,121,"(0,18] degrees",left,-0.4,94,51,clockwise,7
42,85,70,106,"(18,36] degrees",right,0.4,66,85,clockwise,21
162,135,209,172,"(36,54] degrees",neutral,-0.4,198,162,clockwise,47
